"SubscriptionName","SubscriptionId","ResourceGroup","ResourceName","ResourceType","Group","Location","ResourceId","CreationTime","Tags"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_az-adc01_17592238021831","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_az-adc01_17592238021831","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_az-adc02_17592873137390","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_az-adc02_17592873137390","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_az-dc01_5639368751799005292","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_az-dc01_5639368751799005292","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_az-devdigapp1_5639368752505817934","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_az-devdigapp1_5639368752505817934","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_az-devdigapp2_5639368751447431477","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_az-devdigapp2_5639368751447431477","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_az-devdigapp3_5639368751434048737","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_az-devdigapp3_5639368751434048737","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_az-devsql_5639368752544952090","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_az-devsql_5639368752544952090","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_az-dfsr_5639368752719465302","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_az-dfsr_5639368752719465302","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlazdagent01d_5639368750639678585","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlazdagent01d_5639368750639678585","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlazdagent01m_5639368751309095558","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlazdagent01m_5639368751309095558","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlazdagent01p_17592461445705","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlazdagent01p_17592461445705","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlazdagent01u_5639368751934224878","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlazdagent01u_5639368751934224878","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremcec1u_5639368751943520924","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremcec1u_5639368751943520924","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremcee1u_5639368750993799255","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremcee1u_5639368750993799255","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremcee2u_5639368752490291404","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremcee2u_5639368752490291404","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremenc1p_17593345963288","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremenc1p_17593345963288","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremenc1u_5639368750953759947","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremenc1u_5639368750953759947","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremene1p_17593130804819","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremene1p_17593130804819","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremene1u_5639368751221150436","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremene1u_5639368751221150436","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremene2p_17593085441882","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremene2p_17593085441882","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremene2u_5639368751098703791","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremene2u_5639368751098703791","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremene3p_17593275546041","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremene3p_17593275546041","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremene3u_5639368751660687166","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremene3u_5639368751660687166","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremene4p_17593812898679","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremene4p_17593812898679","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremene4u_5639368751858799880","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremene4u_5639368751858799880","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremene5p_17593701342618","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremene5p_17593701342618","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremene5u_5639368750942399387","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremene5u_5639368750942399387","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremene6p_17592267577212","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremene6p_17592267577212","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremene6u_5639368752677900906","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremene6u_5639368752677900906","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremiocord01p_17593260411500","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremiocord01p_17593260411500","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremiocord01u_5639368751671720674","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremiocord01u_5639368751671720674","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremioexec01p_17593701179526","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremioexec01p_17593701179526","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremioexec01u_5639368750597350675","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremioexec01u_5639368750597350675","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremioexec02p_17592556957446","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremioexec02p_17592556957446","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremioexec02u_5639368752662499234","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremioexec02u_5639368752662499234","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremioexec03p_17593773651448","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremioexec03p_17593773651448","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremioexec03u_5639368752205579150","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremioexec03u_5639368752205579150","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremioexec04p_17593638464488","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremioexec04p_17593638464488","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremioexec04u_5639368750953583377","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremioexec04u_5639368750953583377","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremioexec05p_17592571725874","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremioexec05p_17592571725874","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremioexec05u_5639368752726598907","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremioexec05u_5639368752726598907","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremioexec06p_17592633649120","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremioexec06p_17592633649120","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlevldremioexec06u_5639368752719221323","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlevldremioexec06u_5639368752719221323","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlfngazagt01d_5639368752407647188","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlfngazagt01d_5639368752407647188","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlfngdremcec1d_5639368751992852864","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlfngdremcec1d_5639368751992852864","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlfngdremcee1d_5639368750940140895","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlfngdremcee1d_5639368750940140895","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlfngdremcee2d_5639368751267858226","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlfngdremcee2d_5639368751267858226","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlfngdremcee3d_5639368751737060471","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlfngdremcee3d_5639368751737060471","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlintmartuc01m_5639368751130535028","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlintmartuc01m_5639368751130535028","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlintmartuc01u_5639368751117235043","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlintmartuc01u_5639368751117235043","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlintmartuc02u_5639368752046803544","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlintmartuc02u_5639368752046803544","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmlpathlifcy01p_5639368752604460695","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmlpathlifcy01p_5639368752604460695","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmltagdremiocord01d_5639368751854840182","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmltagdremiocord01d_5639368751854840182","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmltagdremiocord01m_5639368750897083647","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmltagdremiocord01m_5639368750897083647","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmltagdremioexec01d_5639368752473025286","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmltagdremioexec01d_5639368752473025286","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmltagdremioexec01m_5639368752214510535","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmltagdremioexec01m_5639368752214510535","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmltagdremioexec02d_5639368752515429089","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmltagdremioexec02d_5639368752515429089","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmltagdremioexec02m_5639368750664755950","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmltagdremioexec02m_5639368750664755950","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmltagdremioexec03d_5639368751969239747","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmltagdremioexec03d_5639368751969239747","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmltagdremioexec03m_5639368751432712608","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmltagdremioexec03m_5639368751432712608","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmltagdremioexec04d_5639368752645736303","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmltagdremioexec04d_5639368752645736303","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmltagdremioexec04m_5639368751643925824","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmltagdremioexec04m_5639368751643925824","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmltagdremioexec05m_5639368750805412536","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmltagdremioexec05m_5639368750805412536","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmltagdremioexec06m_5639368752545409359","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmltagdremioexec06m_5639368752545409359","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmltagsecuronix01p_17592706133962","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmltagsecuronix01p_17592706133962","N/A","Environment=Shared"
"TPA","15c6a0ec-5508-4d26-828f-3029516a2fb2","azurebackuprg_centralus_1","AzureBackup_vmtagscnx01p_17593058403514","microsoft.compute/restorepointcollections","IaaS","centralus","/subscriptions/15c6a0ec-5508-4d26-828f-3029516a2fb2/resourceGroups/azurebackuprg_centralus_1/providers/Microsoft.Compute/restorePointCollections/AzureBackup_vmtagscnx01p_17593058403514","N/A","Environment=Shared"
